,Placement Depth (m),Received Power (W),Noise Power (W),Attenuation,meter_distance_per_waves
43,13870.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
44,13970.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
45,14070.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
46,14170.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
47,14270.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
48,14370.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
49,14470.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
50,14570.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
51,14670.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
52,14770.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
53,14870.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
54,14970.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
55,15070.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
56,15170.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
57,15270.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
58,15370.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
59,15470.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
60,15570.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
61,15670.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
62,15770.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
63,15870.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
64,15970.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
65,16070.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
66,16170.0,9.512051886982051e-09,4.987572271725434e-16,4.728917748431957e-07,3134.4108356386964
